CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	77.058	1543	3054	4559	2039220	2037700
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	76.074	1630	7539	9129	2039220	2037609
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	74.881	1680	7481	9116	2042456	2040802
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	77.700	1148	2989	4122	1525867	1526994
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	75.854	1346	7272	8594	1522626	1523954
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	74.017	1551	3043	4559	2042409	2040880
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	75.306	1142	2997	4123	1522836	1523962
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	81.270	630	3937	4560	1299392	1300015
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	84.227	317	4252	4566	1526998	1527306
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	82.803	314	4249	4560	1523962	1524270
CBC-1-assembly_contig_22:1-12876	NZ_CP106873.1	92.982	57	2	58	1527250	1527306
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	75.448	4631	75	4618	1522910	1518340
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	79.302	1604	246	1828	2039371	2040953
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	86.258	473	6038	6497	2037624	2038095
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	79.006	543	5908	6442	1297034	1296503
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	73.118	744	5770	6497	2040537	2041272
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	76.200	479	6029	6497	1300099	1299628
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	79.195	298	15	312	2042321	2042618
CBC-1-assembly_contig_23:1-6497	NZ_CP106873.1	73.220	295	5275	5561	1522060	1521774
CBC-1-assembly_contig_24:1-3817	NZ_CP106873.1	74.861	3783	71	3807	1299753	1296059
CBC-1-assembly_contig_24:1-3817	NZ_CP106873.1	75.754	2652	709	3326	1526577	1523966
CBC-1-assembly_contig_24:1-3817	NZ_CP106873.1	75.510	343	1	330	2041065	2041406
CBC-1-assembly_contig_25:1-3407	NZ_CP106873.1	79.364	3082	1	3057	2041620	2038573
CBC-1-assembly_contig_25:1-3407	NZ_CP106873.1	76.126	2664	428	3058	1523966	1526577
CBC-1-assembly_contig_25:1-3407	NZ_CP106873.1	75.779	2630	469	3058	1527027	1529610
CBC-1-assembly_contig_25:1-3407	NZ_CP106873.1	75.681	2496	599	3057	1521076	1523543
CBC-1-assembly_contig_25:1-3407	NZ_CP106873.1	73.080	3373	69	3396	1296168	1299453
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	83.032	3377	2	3354	2041619	2038261
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	76.299	2907	469	3330	1527027	1529892
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	75.838	2922	425	3316	1523962	1526840
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	74.867	2809	599	3355	1521076	1523847
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	74.934	1129	2217	3330	1513814	1514925
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	75.761	986	2374	3333	2042428	2041459
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	75.586	938	2405	3333	1290881	1291809
CBC-1-assembly_contig_26:1-3356	NZ_CP106873.1	77.650	698	85	775	2038359	2037666
